COURSE_NO,COURSE_CODE,COURSE_NAME,COURSE_SECTION,COURSE_TYPE,COURSE_DAY,COURSE_STARTTIME,COURSE_ENDTIME,ROOM_BUILDING,ROOM_CODE,ENROLL,CAPACITY
30,2101338,HIGHWAY ENG,2,LAB,FR,10:00,13:00,CE,212,55,110
31,2101344,FUND CE,1,LECT,MO,09:30,11:00,ENG1,305/1,30,60
32,2101421,GEO ENG DES CONS,1,LECT,MO,09:30,11:00,ENG3,408,50,65
33,2101454,CONST MANAGEMENT,1,LECT,TU,09:30,11:00,ENG3,317,59,70
34,2101454,CONST MANAGEMENT,2,LECT,TU,09:30,11:00,ENG3,318,56,90
35,2101461,BUILD DESIGN,1,LECT,TU,11:00,12:00,ENG3,405,60,75
36,2101461,BUILD DESIGN,1,LAB,TU,13:30,16:30,ENG3,405,60,100
37,2101464,BRIDGE DESIGN,1,L/P,MO,13:30,16:30,ENG3,204,40,40
38,2101559,TRAF ENG,1,LECT,MO,13:00,16:00,CE,313,25,30
39,2101590,CONS TECH & PRODUC,1,LECT,FR,13:30,16:30,CE,212,60,115
40,2101601,ADV STRUCT THEORY,1,LECT,MO,09:00,10:30,CE,303,25,35
41,2101606,DYN AND VIBRATIONS,1,LECT,TU,10:30,12:00,CE,303,30,30
42,2101644,URB TRANS PLANNING,1,LECT,WE,09:00,12:00,ENG1,210,20,25
43,2101693,PROB ANAL CONS IND,1,LAB,TH,13:00,16:00,CELAB,207,30,45
44,2101800,ADV SOLID MECH,1,LECT,TH,13:30,16:30,CE,303,50,55
45,2101801,FRACTURE MECHANICS,1,LECT,FR,09:00,12:00,CE,303,50,95
46,2102201,ELECT ENG MATH I,1,LECT,TU,11:00,12:30,ENG3,407,30,50
47,2102202,ELECT ENG MATH II,1,LECT,MO,09:30,11:00,ENG3,204,45,45
48,2102202,ELECT ENG MATH II,2,LECT,MO,09:30,11:00,ENG3,205,45,70
49,2102202,ELECT ENG MATH II,3,LECT,MO,09:30,11:00,ENG3,206,45,55
50,2102212,CIRCUIT THEORY II,1,LECT,TU,09:30,11:00,EN100,201A,45,80
51,2102212,CIRCUIT THEORY II,2,LECT,TU,09:30,11:00,ENG3,419,40,55
52,2102212,CIRCUIT THEORY II,3,LECT,TU,09:30,11:00,ENG3,421,40,50
53,2102222,ENG EMAG,1,LECT,TU,11:00,12:30,EN100,201A,45,45
54,2102222,ENG EMAG,2,LECT,TU,11:00,12:30,ENG3,317,40,75
55,2102222,ENG EMAG,3,LECT,TU,11:00,12:30,ENG3,419,40,65
56,2102252,ELEC MACH I,1,LECT,MO,11:00,12:30,ENG3,401,65,130
57,2102252,ELEC MACH I,2,LECT,MO,11:00,12:30,ENG3,301,65,115
58,2102307,SIGNALS SYSTEMS,2,LECT,FR,09:00,12:00,EN100,504,45,60
59,2102308,PROP ELEC ENG MAT,1,LECT,TU,09:30,11:00,ENG3,409,120,180
60,2102311,ELEC MEAS/INSTRU,1,LECT,MO,11:00,12:30,ENG3,315,120,160
61,2102322,TELECOM TRANS,2,LECT,WE,14:00,17:00,ENG3,415,90,150
62,2102332,LIN CONT SYS I,1,LECT,TU,11:00,12:30,ENG3,318,35,60
63,2102356,ELEC MACH II,1,LECT,MO,08:00,09:30,ENG3,319,60,115
64,2102360,ELEC POWER SYS I,1,LECT,TH,13:00,16:00,ENG3,324,60,90
65,2102370,PRINC COMM,1,LECT,FR,09:00,12:00,ENG3,319,30,45
66,2102382,ETRON CIRCUITS,1,LECT,MO,09:30,11:00,ENG3,418,45,80
67,2102382,ETRON CIRCUITS,2,LECT,MO,09:30,11:00,ENG3,419,45,50
68,2102383,FUND DIGITAL SYS,1,LECT,MO,08:00,09:30,ENG3,204,20,30
69,2102384,ETRON LAB,1,LAB,MO,14:00,17:00,EE,308,9,5
70,2102384,ETRON LAB,10,LAB,FR,14:00,17:00,EE,308,9,15
71,2102384,ETRON LAB,11,LAB,FR,14:00,17:00,EE,308,9,5
72,2102384,ETRON LAB,12,LAB,FR,14:00,17:00,EE,308,9,15
73,2102384,ETRON LAB,2,LAB,MO,14:00,17:00,EE,308,9,5
74,2102384,ETRON LAB,3,LAB,MO,14:00,17:00,EE,308,9,15
75,2102384,ETRON LAB,4,LAB,MO,14:00,17:00,EE,308,9,5
76,2102384,ETRON LAB,5,LAB,TU,14:00,17:00,EE,308,9,5
77,2102384,ETRON LAB,6,LAB,TU,14:00,17:00,EE,308,9,15
78,2102384,ETRON LAB,7,LAB,TU,14:00,17:00,EE,308,9,15
79,2102384,ETRON LAB,8,LAB,TU,14:00,17:00,EE,308,9,10
80,2102384,ETRON LAB,9,LAB,FR,14:00,17:00,EE,308,9,5
81,2102391,ELEC ENG I,2,LECT,MO,11:00,12:30,ENG3,305,60,80
82,2102391,ELEC ENG I,3,LECT,MO,11:00,12:30,ENG3,306,60,85
83,2102391,ELEC ENG I,4,LECT,MO,11:00,12:30,ENG3,309,60,115
84,2102392,ELEC ENG LAB I,1,LAB,MO,14:00,17:00,EE,104,9,10
85,2102392,ELEC ENG LAB I,10,LAB,WE,14:00,17:00,EE,104,9,5
86,2102392,ELEC ENG LAB I,11,LAB,WE,14:00,17:00,EE,104,9,5
87,2102392,ELEC ENG LAB I,12,LAB,WE,14:00,17:00,EE,104,9,15
88,2102392,ELEC ENG LAB I,13,LAB,TH,14:00,17:00,EE,104,9,10
89,2102392,ELEC ENG LAB I,14,LAB,TH,14:00,17:00,EE,104,9,5
90,2102392,ELEC ENG LAB I,15,LAB,TH,14:00,17:00,EE,104,9,15
91,2102392,ELEC ENG LAB I,16,LAB,TH,14:00,17:00,EE,104,9,10
92,2102392,ELEC ENG LAB I,17,LAB,FR,14:00,17:00,EE,104,9,15
93,2102392,ELEC ENG LAB I,18,LAB,FR,14:00,17:00,EE,104,9,5
94,2102392,ELEC ENG LAB I,19,LAB,FR,14:00,17:00,EE,104,9,15
95,2102392,ELEC ENG LAB I,2,LAB,MO,14:00,17:00,EE,104,9,5
96,2102392,ELEC ENG LAB I,20,LAB,FR,14:00,17:00,EE,104,9,5
97,2102392,ELEC ENG LAB I,21,LAB,MO,14:00,17:00,EE,104,2,5
98,2102392,ELEC ENG LAB I,22,LAB,WE,14:00,17:00,EE,104,2,5
99,2102392,ELEC ENG LAB I,23,LAB,TH,14:00,17:00,EE,104,2,5
100,2102392,ELEC ENG LAB I,24,LAB,FR,14:00,17:00,EE,104,2,5
101,2102392,ELEC ENG LAB I,3,LAB,MO,14:00,17:00,EE,104,9,5
102,2102392,ELEC ENG LAB I,4,LAB,MO,14:00,17:00,EE,104,9,15
103,2102392,ELEC ENG LAB I,5,LAB,TU,14:00,17:00,EE,104,9,5
104,2102392,ELEC ENG LAB I,6,LAB,TU,14:00,17:00,EE,104,9,15
105,2102392,ELEC ENG LAB I,7,LAB,TU,14:00,17:00,EE,104,9,15
106,2102392,ELEC ENG LAB I,8,LAB,TU,14:00,17:00,EE,104,9,5
107,2102392,ELEC ENG LAB I,9,LAB,WE,14:00,17:00,EE,104,9,15
108,2102420,PRINC OF ANTENNAS,1,LECT,MO,13:00,16:00,ENG4,1307,20,35
109,2102422,PRIN TELECOMM,1,LECT,TH,13:00,16:00,ENG1,113,100,170
110,2102423,DIG SIG PROC,1,LECT,TU,13:00,16:00,ENG4,1306,50,60
111,2102425,DATA COMM,1,LECT,TU,09:00,12:00,ENG4,1306,40,65
112,2102432,LIN CONT SYS II,1,LECT,TU,08:00,09:30,EN100,201A,60,90
113,2102434,IND CONT/INSTRU,1,LECT,MO,11:00,12:30,EE,404,25,45
114,2102444,INTRO EMBED SYS,1,LECT,TU,13:00,16:00,ENG3,305,50,95
115,2102446,FUND POWER ETRONIC,1,LECT,TU,11:00,12:30,ENG3,421,50,55
116,2102456,ELEC SYS DES,1,LECT,MO,09:30,11:00,HV,203,70,100
117,2102461,ELEC POWER SYS II,1,LECT,MO,11:00,12:30,ENG3,409,105,110
118,2102463,ELEC POW SYS PROT,1,LECT,WE,13:00,16:00,HV,203,70,85
119,2102474,COMM SYSTEM DESIGN,1,LECT,WE,13:00,16:00,ENG3,204,35,35
120,2102507,COMP TECH ENGS,1,LECT,TU,09:30,11:00,EE,404,25,25
121,2102536,NONLIN CONT SYS I,1,LECT,MO,13:00,14:30,EE,404,20,25
122,2102550,PWR ELEC PWR SYS,1,LECT,TU,09:30,11:00,ENG1,305/3,30,40
123,2102552,INTRO DG,1,LECT,TU,11:00,12:30,ENG4,1204,30,35
124,2102555,FUND POWER QUAL,1,LECT,MO,14:00,17:00,ENG4,1204,20,20
125,2102556,POWER SYS ECON,1,LECT,TU,11:00,12:30,ENG4,1204,20,30
126,2102629,TRAF ENG QUEU THEO,1,LECT,MO,09:00,10:30,ENG4,1307,15,30
127,2102637,MULTIVAR CONT SYS,1,LECT,TU,14:30,16:00,EE,404,20,25
128,2102642,COMP VSN VDO ELEC,2,LECT,MO,11:00,12:30,EE,212,20,25
129,2102676,DIG IMAGE PROC,1,LECT,TH,13:00,16:00,ENG4,1306,20,40
130,2102790,ELEC ENG SEMINAR,1,LECT,FR,13:00,15:00,ENG4,1306,8,15
131,2102790,ELEC ENG SEMINAR,2,LECT,FR,13:00,15:00,EE,404,5,10
132,2102790,ELEC ENG SEMINAR,3,LECT,FR,13:00,15:00,ENG3,204,11,20
133,2102790,ELEC ENG SEMINAR,4,LECT,FR,13:00,15:00,ENG3,205,5,5
134,2103102,ENG DRAWING,1,LECT,WE,13:00,14:00,ENG1,302,100,165
135,2103102,ENG DRAWING,1,PRAC,WE,14:00,18:00,ENG1,303,100,155
136,2103106,ENG DRAWING,1,LECT,MO,13:00,14:00,ENG1,302,70,80
137,2103106,ENG DRAWING,1,PRAC,MO,14:00,18:00,ENG3,218,70,125
138,2103106,ENG DRAWING,2,LECT,MO,13:00,14:00,ENG1,302,70,105
139,2103106,ENG DRAWING,2,PRAC,MO,14:00,18:00,ENG3,220,70,130
140,2103106,ENG DRAWING,3,LECT,TU,13:00,14:00,ENG1,302,70,105
141,2103106,ENG DRAWING,3,PRAC,TU,14:00,18:00,ENG3,218,70,110
142,2103106,ENG DRAWING,4,LECT,TU,13:00,14:00,ENG1,302,70,100
143,2103106,ENG DRAWING,4,PRAC,TU,14:00,18:00,ENG3,220,70,135
144,2103106,ENG DRAWING,5,LECT,TH,13:00,14:00,ENG1,302,70,120
145,2103106,ENG DRAWING,5,PRAC,TH,14:00,18:00,ENG3,218,70,70
146,2103106,ENG DRAWING,6,LECT,TH,13:00,14:00,ENG1,302,70,95
147,2103106,ENG DRAWING,6,PRAC,TH,14:00,18:00,ENG3,220,70,80
148,2103212,DYNAMICS,1,LECT,MO,11:00,12:30,ENG3,417,40,60
149,2103212,DYNAMICS,2,LECT,MO,11:00,12:30,ENG3,418,40,45
150,2103212,DYNAMICS,3,LECT,MO,11:00,12:30,ENG3,419,40,65
151,2103213,ENG MECHANICS I,1,LECT,MO,11:00,12:30,ENG3,319,35,40
152,2103213,ENG MECHANICS I,2,LECT,TU,08:00,09:30,ENG3,417,45,70
153,2103213,ENG MECHANICS I,3,LECT,FR,11:00,12:30,CHEMT,322,45,55
154,2103213,ENG MECHANICS I,3,LECT,TU,08:00,09:30,ENG3,418,45,60
155,2103213,ENG MECHANICS I,4,LECT,MO,08:00,09:30,ENG3,305,35,65
156,2103213,ENG MECHANICS I,5,LECT,TU,13:30,15:00,ENG3,321,35,60
157,2103231,MECH OF MAT I,1,LECT,MO,09:30,11:00,ENG3,317,55,95
158,2103231,MECH OF MAT I,2,LECT,MO,09:30,11:00,ENG3,318,55,60
159,2103231,MECH OF MAT I,3,LECT,MO,09:30,11:00,ENG3,319,55,95
160,2103231,MECH OF MAT I,4,LECT,MO,08:00,09:30,ENG3,320,60,90
161,2103231,MECH OF MAT I,5,LECT,MO,08:00,09:30,EN100,401,60,80
162,2103260,ME EXP LAB I,1,LECT,WE,13:00,14:00,ENG3,318,45,90
163,2103260,ME EXP LAB I,1,LAB,WE,14:00,17:00,HANS,206,45,90
164,2103260,ME EXP LAB I,2,LECT,FR,08:00,09:00,ENG3,417,45,50
165,2103260,ME EXP LAB I,2,LAB,FR,09:00,12:00,HANS,206,45,90
166,2103261,FUND TH FL ENG,1,LECT,MO,11:00,12:30,ENG1,302,100,155
167,2103295,BASIC THERMO,1,LECT,TU,09:30,11:00,ENG3,324,60,80
168,2103304,AUTO CONTROL I,1,LECT,MO,09:30,11:00,ENG3,315,80,140
169,2103320,DES MECH ELEM,1,LECT,TU,11:00,12:30,ENG3,409,100,170
170,2103342,THERMODYNAMICS II,1,LECT,TU,11:00,12:30,ENG1,302,110,180
171,2103351,FLUID MECHANICS I,1,LECT,TU,08:00,09:30,ENG3,317,45,45
172,2103351,FLUID MECHANICS I,2,LECT,TU,08:00,09:30,ENG3,318,45,80
173,2103351,FLUID MECHANICS I,3,LECT,TU,08:00,09:30,ENG3,319,45,85
174,2103361,EN THERM DESIGN I,1,LECT,TU,09:30,11:00,ENG3,305,45,75
175,2103361,EN THERM DESIGN I,2,LECT,TU,09:30,11:00,ENG3,306,45,50
176,2103393,ME LAB NON ME,1,LAB,MO,14:00,17:00,HANS,206,15,25
177,2103393,ME LAB NON ME,2,LAB,MO,14:00,17:00,HANS,206,18,25
178,2103393,ME LAB NON ME,3,LAB,TU,14:00,17:00,HANS,206,18,25
179,2103393,ME LAB NON ME,4,LAB,TU,14:00,17:00,HANS,206,18,15
180,2103393,ME LAB NON ME,5,LAB,WE,14:00,17:00,HANS,206,18,30
181,2103393,ME LAB NON ME,6,LAB,WE,14:00,17:00,HANS,206,18,35
182,2103393,ME LAB NON ME,7,LAB,TH,14:00,17:00,HANS,206,18,15
183,2103393,ME LAB NON ME,8,LAB,TH,14:00,17:00,HANS,206,18,15
184,2103407,INDUSTRIAL CONTROL,1,LECT,MO,11:00,12:30,ENG3,407,30,55
185,2103421,INTRO FEM,1,LECT,TU,13:00,16:00,ENG3,317,50,65
186,2103454,AIR CONDITIONING,1,LECT,FR,09:00,12:00,ENG3,204,50,95
187,2103471,INTER COMB ENGIN,1,LECT,MO,09:30,11:00,ENG3,305,45,85
188,2103472,POWER PLANT ENG,1,LECT,MO,13:00,16:00,ENG3,317,50,75
189,2103481,AUTOMOTIVE ENG,1,LECT,TU,09:30,11:00,ENG3,401,6,5
190,2103481,AUTOMOTIVE ENG,1,LAB,MO,13:00,16:00,ENG5,218,6,10
191,2103481,AUTOMOTIVE ENG,2,LECT,TU,09:30,11:00,ENG3,401,6,10
192,2103481,AUTOMOTIVE ENG,2,LAB,TU,13:30,16:30,ENG5,218,6,5
193,2103481,AUTOMOTIVE ENG,3,LECT,TU,09:30,11:00,ENG3,401,6,10
194,2103481,AUTOMOTIVE ENG,3,LAB,WE,13:00,16:00,ENG5,218,6,5
195,2103481,AUTOMOTIVE ENG,4,LECT,TU,09:30,11:00,ENG3,401,6,10
196,2103481,AUTOMOTIVE ENG,4,LAB,TH,13:00,16:00,ENG5,218,6,5
197,2103510,MECH COMPOSITE MTL,1,LECT,TU,09:30,12:30,ENG3,205,20,20
198,2103535,MECHATRONICS,1,LECT,TH,09:30,12:30,ENG3,304,25,45
199,2103541,VIBRAT MONI ANAL,1,LECT,TH,13:00,15:00,ENG3,402,12,10
200,2103541,VIBRAT MONI ANAL,1,PRAC,TH,15:00,18:00,ENG3,402,12,15
201,2103558,MAN INDUCT SYS DES,1,LECT,MO,13:00,16:00,ENG3,322,20,30
202,2103571,MEMS NEMS,1,LECT,FR,16:00,19:00,ENG4,907,25,30
203,2103625,ADV FIN ELE MTD,1,LECT,TH,13:00,16:00,ENG3,421,20,20
204,2103626,THERMAL STRE ANAL,1,LECT,TH,09:30,12:30,ENG3,406,20,30
205,2103653,FLD DYN WIND TUR,1,LECT,TU,13:00,16:00,ENG3,402,15,25
206,2103658,ADV INT COMB ENGIN,1,LECT,MO,08:00,09:30,ENG3,317,10,10
207,2103659,UTIL ALTER FUELS,1,LECT,TH,13:00,16:00,ENG3,405,20,20
208,2104131,GO,1,L/P,TH,13:00,16:00,ENG4,4509,40,40
209,2104181,HF ERGO DAILY LIFE,1,LECT,WE,09:30,12:30,ENG4,4509,35,40
210,2104223,ENG STAT I,1,LECT,FR,09:00,12:00,ENG1,305/3,30,40
211,2104225,ENG ECON,1,LECT,TU,13:00,16:00,ENG4,4510,50,55
212,2104227,AUTOMATION,1,LECT,WE,13:00,15:00,ENG4,4509,50,50
213,2104229,OR I,5,LECT,TH,09:30,12:30,ENG4,4613,10,10
214,2104252,OPN MGT,1,LECT,MO,13:30,15:30,ENG4,4409,50,95
215,2104252,OPN MGT,2,LECT,TH,13:30,15:30,ENG4,4409,50,60
216,2104254,ENG STAT II,1,LECT,MO,13:00,16:00,ENG4,4615,50,85
217,2104254,ENG STAT II,2,LECT,TH,13:00,16:00,ENG4,4615,50,70
218,2104256,QUAL MGT,1,LECT,WE,09:00,11:00,ENG4,4409,95,185
219,2104257,MFR PROC,1,LECT,FR,09:00,12:00,ENG4,4409,95,180
220,2104258,MFR PROC LAB,1,LAB,TU,09:00,12:00,ENG5,5401,50,80
221,2104258,MFR PROC LAB,2,LAB,TH,09:00,12:00,ENG5,5401,50,90
222,2104259,OPN RES,1,LECT,TU,09:00,12:00,ENG4,4615,50,55
223,2104259,OPN RES,2,LECT,TH,09:00,12:00,ENG4,4510,50,70
224,2104301,QUAL CONTR,1,LECT,FR,09:00,12:00,ENG4,4509,2,5
225,2104352,FACILITY DESIGN,1,LECT,TU,09:00,12:00,ENG4,4409,50,65
226,2104352,FACILITY DESIGN,2,LECT,WE,09:00,12:00,ENG4,4615,50,60
227,2104354,COST ANAL/BDGT,1,LECT,MO,09:00,12:00,ENG4,4613,120,175
228,2104358,SAFETY ENG,1,LECT,TH,09:00,12:00,ENG4,4409,120,125
229,2104359,SIM PROG,1,LECT,TU,09:00,12:00,ENG4,4613,50,90
230,2104359,SIM PROG,2,LECT,WE,09:00,12:00,ENG4,4613,50,80
231,2104421,IND ORG/MGT,1,LECT,FR,09:00,12:00,ENG4,4409,120,220
232,2104424,APPLIED ERGONOMICS,1,L/L,TU,09:00,12:00,ENG4,4509,15,30
233,2104425,MAINT ENG,1,LECT,WE,13:00,16:00,ENG4,4409,100,185
234,2104432,INTRO COGNIT ERGO,1,LECT,WE,09:00,12:00,ENG4,4510,15,25
235,2104491,IE PRE-PROJ,1,PRAC,WE,09:00,12:00,ENG4,4613,10,10
236,2104493,SPEC PROB IE III,1,L/L,FR,09:00,12:00,ENG4,4510,40,50
237,2104494,ADV TOP IE III,2,LECT,MO,13:00,16:00,ENG4,4616,30,55
238,2104507,LOG SCM,1,LECT,WE,13:00,16:00,ENG4,4510,45,90
239,2104507,LOG SCM,5,LECT,TU,09:00,12:00,ENG4,4408,10,15
240,2104512,PROMIS,9,LECT,SU,09:00,16:00,ENG4,4615,30,35
241,2104513,IE INTEGRATION,1,LECT,TU,13:00,14:00,ENG4,4615,30,50
242,2104513,IE INTEGRATION,1,DISC,TU,14:00,16:00,ENG4,4615,30,30
243,2104516,QUAL IMPR,1,LECT,TH,09:00,12:00,ENG4,4616,24,45
244,2104516,QUAL IMPR,5,LECT,FR,09:00,12:00,ENG4,4616,24,20
245,2104516,QUAL IMPR,9,LECT,SA,09:00,16:00,ENG4,4409,24,40
246,2104520,VISUAL FACTORY,1,LECT,TU,13:00,16:00,ENG4,4409,40,60
247,2104521,COMP PROG IE,1,LECT,MO,13:00,16:00,ENG4,4407,25,40
248,2104525,WORK PROC DES IPV,1,LECT,TU,09:00,12:00,ENG4,4510,60,115
249,2104525,WORK PROC DES IPV,9,LECT,SU,13:00,15:00,ENG4,4510,60,105
250,2104525,WORK PROC DES IPV,9,DISC,TU,11:00,12:00,ENG4,4510,60,95
251,2104555,SYSTEM SAFETY,1,LECT,MO,13:00,16:00,ENG4,4510,30,50
252,2104559,RISK MGT INDUS,1,LECT,TU,13:00,15:00,ENG4,4613,25,35
253,2104559,RISK MGT INDUS,1,DISC,TU,15:00,16:00,ENG4,4510,25,50
254,2104601,ENG ECON ANALYSIS,9,LECT,SU,09:00,16:00,ENG4,4509,40,75
255,2104611,INV ANALYSIS,1,LECT,MO,08:30,11:30,ENG4,4616,40,55
256,2104611,INV ANALYSIS,9,LECT,SA,09:00,16:00,ENG4,4615,40,65
257,2104612,COMP SIM TECH,5,LECT,TU,13:00,16:00,ENG4,4407,10,15
258,2104613,PRIN OF OPTIMIZE,5,LECT,TH,13:00,16:00,ENG4,4510,10,15
259,2104613,PRIN OF OPTIMIZE,9,LECT,SA,09:00,16:00,ENG4,4510,30,45
260,2104616,ACTIVITY SCHED,1,LECT,FR,09:00,12:00,ENG4,4615,50,50
261,2104624,FACT & PROD MGT,1,LECT,TH,09:00,12:00,ENG4,4615,40,65
262,2104625,COM STAT DATA ANAL,1,LECT,TU,09:00,12:00,ENG4,4616,30,50
263,2104626,MATRL PROCESS,1,LECT,MO,09:00,11:00,ENG4,4510,40,50
264,2104626,MATRL PROCESS,1,DISC,MO,11:00,12:00,ENG4,4510,40,50
265,2104626,MATRL PROCESS,9,LECT,SU,09:00,15:00,ENG4,4509,40,80
266,2104626,MATRL PROCESS,9,DISC,SU,15:00,16:00,ENG4,4615,40,70
267,2104644,ADV MAIN MGT,1,LECT,TH,13:00,16:00,ENG4,4616,40,70
268,2104647,HAZ MAT/FIRE PROT,1,LECT,WE,09:00,12:00,ENG4,4616,40,65
269,2104647,HAZ MAT/FIRE PROT,9,LECT,SA,09:00,16:00,ENG4,4616,40,65
270,2104648,STRATEGIC PLAN ENG,1,LECT,TH,09:00,12:00,ENG4,4509,15,15
271,2104648,STRATEGIC PLAN ENG,9,LECT,SU,09:00,16:00,ENG4,4510,24,35
272,2104649,COGNIT ERGO,9,LECT,SU,09:00,16:00,ENG4,4616,30,50
273,2104671,ADV WORK DES,1,L/L,MO,09:00,12:00,ENG4,4509,50,100
274,2104683,PROD SYS ANAL,1,LECT,MO,13:00,16:00,ENG4,4509,30,30
275,2104688,RES METHOD IEOM,1,LECT,WE,13:00,16:00,ENG4,4615,50,80
276,2104688,RES METHOD IEOM,9,LECT,SA,09:00,16:00,ENG4,4409,50,50
277,2105223,CHE THERMO II,1,LECT,TU,09:30,11:00,ENG3,309,45,45
278,2105223,CHE THERMO II,2,LECT,TU,11:00,12:30,ENG3,309,45,80
279,2105230,CHE MATH I,1,LECT,TU,11:00,12:30,ENG3,420,45,70
280,2105230,CHE MATH I,2,LECT,TU,09:30,11:00,ENG3,420,45,65
281,2105251,UNIT OP I,1,LECT,MO,08:00,09:30,ENG3,206,47,70
282,2105251,UNIT OP I,2,LECT,MO,11:00,12:30,ENG3,206,47,80
283,2105251,UNIT OP I,9,LECT,SU,09:00,12:00,ENG4,41001,30,40
284,2105262,CHE PRIN,1,LECT,MO,11:00,12:30,ENG3,205,45,75
285,2105262,CHE PRIN,2,LECT,MO,08:00,09:30,ENG3,205,45,65
286,2105333,TRANS PHENO,1,LECT,TU,08:00,09:30,ENG3,321,33,55
287,2105333,TRANS PHENO,2,LECT,TU,08:00,09:30,ENG3,322,33,50
288,2105333,TRANS PHENO,3,LECT,TU,08:00,09:30,ENG3,324,33,55
289,2105333,TRANS PHENO,9,LECT,SU,17:00,20:00,ENG4,41001,30,60
290,2105353,UNIT OP III,1,LECT,MO,08:00,09:30,ENG3,418,51,90
291,2105353,UNIT OP III,2,LECT,MO,08:00,09:30,ENG3,419,51,85
292,2105353,UNIT OP III,9,LECT,SA,08:00,11:00,ENG4,41001,30,30
293,2105357,UNIT OP LAB II,1,LAB,MO,13:00,16:00,CHE,CHLA2,11,10
294,2105357,UNIT OP LAB II,2,LAB,MO,13:00,16:00,CHE,CHLA2,11,15
295,2105357,UNIT OP LAB II,3,LAB,TU,13:00,16:00,CHE,CHLA2,11,20
296,2105357,UNIT OP LAB II,4,LAB,TU,13:00,16:00,CHE,CHLA2,11,15
297,2105357,UNIT OP LAB II,5,LAB,WE,13:00,16:00,CHE,CHLA2,11,10
298,2105357,UNIT OP LAB II,6,LAB,WE,13:00,16:00,CHE,CHLA2,11,10
299,2105357,UNIT OP LAB II,7,LAB,TH,13:00,16:00,CHE,CHLA2,11,10
300,2105357,UNIT OP LAB II,8,LAB,TH,13:00,16:00,CHE,CHLA2,11,10
301,2105357,UNIT OP LAB II,9,LAB,SA,17:00,20:00,CHE,CHLA2,22,30
302,2105362,CHEM PROC ECON AMT,1,LECT,WE,13:00,16:00,ENG3,319,30,35
303,2105362,CHEM PROC ECON AMT,2,LECT,TU,13:00,16:00,ENG3,324,30,55
304,2105362,CHEM PROC ECON AMT,3,LECT,MO,13:00,16:00,ENG3,406,30,40
305,2105430,PARTICLE TECH,1,LECT,TU,08:00,11:00,ENG1,303,50,50
306,2105445,CAT REACT ENG FUND,1,LECT,WE,09:30,12:30,ENG3,322,50,50
307,2105452,FERMENT PROCESSES,1,LECT,WE,13:00,16:00,ENG3,409,70,70
308,2105465,CHEM PLANT DSGN,1,LECT,TH,08:00,10:00,ENG3,404,41,70
